iso3c,country,year,current_account_pct_gdp,reserves_months_imports,inflation_cpi_pct,gov_debt_pct_gdp,fiscal_balance_pct_gdp,gdp_usd_current,gdp_growth_real_pct,gdp_per_capita_usd
MYS,Malaysia,2024,1.69444688834749,4.45057833503037,1.834100204499,,,421972102253.57,5.11415547829091,11867.2586435443
NAC,North America,2024,,1.89697959362526,2.66555451883189,,,31435123430970.3,2.70006925323977,82406.4788664869
NAM,Namibia,2024,-14.3580028076017,3.9292867035386,4.23903922877039,,,13372354268.5446,3.71154497416239,4413.1274418646
NCL,New Caledonia,2022,,,,,,9623318718.31459,3.49999999631376,33516.363085906
NER,Niger,2024,,,9.07151997725012,,,19537639288.0633,8.42159789525454,722.748650326257
NGA,Nigeria,2024,9.16877744869073,6.79009113511059,33.2420966545405,,,187759703099.801,3.42643947135149,806.945695055244
NIC,Nicaragua,2024,4.1516146905653,5.72174836008153,4.62473841057143,,,19693982967.5926,3.5878302292345,2847.53966339498
NLD,Netherlands,2024,9.03613388063209,0.729994132044417,3.3475430421995,,,1227543925316.41,0.979674921515965,68218.7261019406
NOR,Norway,2024,16.5029327287279,4.52963028917663,3.14530134431072,,,483727398216.364,2.10045327837291,86809.7246897431
NPL,Nepal,2024,11.5302887471844,,,,,42914268286.7109,3.66537430744968,1447.31004458428
NRU,Nauru,2024,,,,,,160350639.549467,1.76025162233491,13421.8330584638
NZL,New Zealand,2024,-6.08577498794336,3.11728520279983,2.92279782301955,,,260235932558.996,-0.126462418567272,48747.0136853042
OED,OECD members,2024,,6.88416815301765,2.76589367979524,,,67687054565878.2,1.78452408783704,48454.6975400673
OMN,Oman,2024,,,0.593589236248421,,,106942782834.85,1.67407663008134,20248.4168124608
OSS,Other small states,2024,,4.12686563077472,2.06284153005467,,,205790426259.972,2.9351387274728,15867.6733515992
PAK,Pakistan,2024,0.14931543127674,2.85079390086507,12.6325318530452,,,373071855731.539,3.23478443210148,1484.74985864775
PAN,Panama,2024,1.93857370378529,2.06778816529506,0.693225551004513,,,86260400000.0,2.86166663523247,19102.8521936399
PER,Peru,2024,2.20936848979939,10.5417298072986,2.00770739412715,,,289221969059.853,3.30394098171516,8452.37167047598
PHL,Philippines,2024,-3.79410700781642,7.32667534170464,3.21260487006343,,,461617509782.355,5.69201612823412,3984.8315387656
PLW,Palau,2024,,,2.23172772921704,,,,,
PNG,Papua New Guinea,2024,14.651385178238,,0.602403921107926,,,32538480023.9998,4.09502900203009,3076.48786186584
POL,Poland,2024,-0.0372801279959838,5.3519106188509,3.78426007512869,,,914696430325.391,2.9233880806669,25022.6716445953
PRE,Pre-demographic dividend,2024,,,4.07856834812022,,,1426898998276.72,3.09973287185412,1290.20000126508
PRI,Puerto Rico (US),2024,,,,,,125841500000.0,3.22670542229149,39285.0174585856
PRT,Portugal,2024,2.17305178524595,3.14539607280136,2.41613187791876,,,308683317392.68,1.92844406043977,28844.4979246799
PRY,Paraguay,2024,-3.91897297597311,,3.83540271728534,,,44458118399.6669,4.24996010464042,6416.09709002917
PSE,West Bank and Gaza,2024,-21.1437967691277,1.90727837913163,53.6691458303782,,,13711100000.0,-26.5575264529877,2592.30591217647
PSS,Pacific island small states,2024,,,,,,11977251413.7163,4.00145098516238,4399.41105391407
PST,Post-demographic dividend,2024,,6.66908183170265,2.44091572720695,,,63040640005163.4,1.7925252956905,55865.7865373976
PYF,French Polynesia,2023,,,,,,6402221222.32749,2.99692707779566,22774.1418988734
QAT,Qatar,2024,17.3796218577417,6.69567627121726,1.26734310292379,,,217982967032.967,2.76841433597697,76275.9076782833
ROU,Romania,2024,-8.3570086971019,4.90892918577259,5.72140574354435,,,382767571329.158,0.81368720348209,20072.4079244042
RUS,Russian Federation,2024,2.90578799954145,,,,,2173835806671.66,4.34437475491529,14889.0185546875
RWA,Rwanda,2024,,,1.77029240198634,,,14251642231.4932,8.89065529573114,999.654561402699
SAS,South Asia,2024,,7.37493246397039,2.76131569624095,,,4514924632400.27,6.2248422535276,2691.64556264089
SAU,Saudi Arabia,2024,-0.464627225308728,15.8552900984342,1.68792112375813,,,1237529866666.67,1.80795515147298,35057.2252306969
SDN,Sudan,2024,,,,,,49909807029.6996,-13.4932920592869,989.312866210938
SEN,Senegal,2024,,,0.804503298792415,,,32267254425.052,6.89200740291385,1743.98888384359
SGP,Singapore,2024,17.5406529695398,4.28746079180298,2.38951123595021,,,547386645891.847,4.38802362461865,90674.066632628
SLB,Solomon Islands,2024,-3.76147721538158,,4.32183948388033,,,1760767447.17461,2.53934191702432,2149.37957267304
SLE,Sierra Leone,2024,,,28.6337500014115,,,7547843281.27425,4.00000002570113,873.388575182318
SLV,El Salvador,2024,-1.78863112269138,2.11106481254746,0.853782292567271,105.804728748456,-2.03054096484204,35364960000.0,2.60202016121069,5579.65969165029
SMR,San Marino,2024,,,1.24216507945573,,,,,
SOM,"Somalia, Fed. Rep.",2024,,,,,,12108515109.9996,3.97232080866033,636.983477589273
SRB,Serbia,2024,-4.84023806580945,6.17227068230104,4.67052974889971,,,89083506277.2344,3.87801279597191,13523.7246826854
SSA,Sub-Saharan Africa (excluding high income),2024,,5.6848220826136,4.21492822110782,,,1745534471319.04,3.19564992818877,1506.22853698028
SSD,South Sudan,2024,,,91.4408220769045,,,,,
SSF,Sub-Saharan Africa,2024,,5.6848220826136,4.21492822110782,,,1860829213452.29,3.4284375945618,1441.32038465812
SST,Small states,2024,,4.61116152166958,2.20209151718041,,,309361541400.629,6.19207435277293,15291.69576976
STP,Sao Tome and Principe,2024,,,14.3519273571008,,,764274042.735043,0.900000598992492,3244.82899741459
SUR,Suriname,2024,0.197405020231875,6.50750845783372,16.2296159130279,,,4714267822.2233,2.83958602846054,7430.70219176443
